niter,enrichment,pcv,seqdepth,targetNreads,Filenames
10780,0.7,6,20001349,14000944,GCA_020423645.1.fna_post_extract.fna|GCA_009852155.1.fna_post_extract.fna|GCA_018593735.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna|GCA_016453585.1.fna_post_extract.fna
10781,0.7,6,20007611,14005328,GCA_009850125.1.fna_post_extract.fna|GCA_009849555.1.fna_post_extract.fna|GCA_009850065.1.fna_post_extract.fna|GCA_009848775.1.fna_post_extract.fna|GCA_016453425.1.fna_post_extract.fna|GCA_029855905.1.fna_post_extract.fna
10782,0.7,6,19996345,13997442,GCA_018593995.1.fna_post_extract.fna|GCA_009848885.1.fna_post_extract.fna|GCA_009848875.1.fna_post_extract.fna|GCA_009852345.1.fna_post_extract.fna|GCA_029855565.1.fna_post_extract.fna|GCA_009851545.1.fna_post_extract.fna
10783,0.7,6,20004219,14002953,GCA_009850175.1.fna_post_extract.fna|GCA_009850065.1.fna_post_extract.fna|GCA_018593855.1.fna_post_extract.fna|GCA_018593555.1.fna_post_extract.fna|GCA_018593935.1.fna_post_extract.fna|GCA_020423435.1.fna_post_extract.fna
10784,0.7,6,19995969,13997178,GCA_016453585.1.fna_post_extract.fna|GCA_029855825.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna|GCA_018593965.1.fna_post_extract.fna|GCA_009850185.1.fna_post_extract.fna|GCA_009850125.1.fna_post_extract.fna
10785,0.7,6,19990204,13993143,GCA_009848665.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna|GCA_009849855.1.fna_post_extract.fna|GCA_018593555.1.fna_post_extract.fna|GCA_009851965.1.fna_post_extract.fna|GCA_009850205.1.fna_post_extract.fna
10786,0.7,6,20003303,14002312,GCA_009852195.1.fna_post_extract.fna|GCA_018594015.1.fna_post_extract.fna|GCA_009851795.1.fna_post_extract.fna|GCA_018593835.1.fna_post_extract.fna|GCA_009848745.1.fna_post_extract.fna|GCA_018593715.1.fna_post_extract.fna
10787,0.7,6,19999730,13999811,GCA_018593965.1.fna_post_extract.fna|GCA_009851795.1.fna_post_extract.fna|GCA_009852275.1.fna_post_extract.fna|GCA_009849325.1.fna_post_extract.fna|GCA_009848875.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna
10788,0.7,6,20002564,14001795,GCA_009849455.1.fna_post_extract.fna|GCA_009851745.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna|GCA_009850145.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna|GCA_029855825.1.fna_post_extract.fna
10789,0.7,6,20002100,14001470,GCA_009848925.1.fna_post_extract.fna|GCA_029855465.1.fna_post_extract.fna|GCA_018594645.1.fna_post_extract.fna|GCA_009849375.1.fna_post_extract.fna|GCA_009851735.1.fna_post_extract.fna|GCA_029855685.1.fna_post_extract.fna
10790,0.7,6,19998380,13998866,GCA_018594035.1.fna_post_extract.fna|GCA_029855625.1.fna_post_extract.fna|GCA_009849455.1.fna_post_extract.fna|GCA_018594125.1.fna_post_extract.fna|GCA_018593755.1.fna_post_extract.fna|GCA_009852365.1.fna_post_extract.fna
10791,0.7,6,20008773,14006141,GCA_009851785.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna|GCA_009849145.1.fna_post_extract.fna|GCA_009849195.1.fna_post_extract.fna|GCA_020423455.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna
10792,0.7,6,19999945,13999962,GCA_009851785.1.fna_post_extract.fna|GCA_009850145.1.fna_post_extract.fna|GCA_009852345.1.fna_post_extract.fna|GCA_009849965.1.fna_post_extract.fna|GCA_018593755.1.fna_post_extract.fna|GCA_018594645.1.fna_post_extract.fna
10793,0.7,6,20003302,14002311,GCA_009849105.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna|GCA_009849855.1.fna_post_extract.fna|GCA_009850225.1.fna_post_extract.fna|GCA_009849545.1.fna_post_extract.fna|GCA_009848875.1.fna_post_extract.fna
10794,0.7,6,20001259,14000881,GCA_009849355.1.fna_post_extract.fna|GCA_018593895.1.fna_post_extract.fna|GCA_020423645.1.fna_post_extract.fna|GCA_009848705.1.fna_post_extract.fna|GCA_009848935.1.fna_post_extract.fna|GCA_009848815.1.fna_post_extract.fna
10795,0.7,6,20002285,14001600,GCA_018594075.1.fna_post_extract.fna|GCA_009851905.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna|GCA_009851735.1.fna_post_extract.fna|GCA_009850125.1.fna_post_extract.fna|GCA_018593915.1.fna_post_extract.fna
10796,0.7,6,20003032,14002122,GCA_018594075.1.fna_post_extract.fna|GCA_009849955.1.fna_post_extract.fna|GCA_029855585.1.fna_post_extract.fna|GCA_009850055.1.fna_post_extract.fna|GCA_029855625.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna
10797,0.7,6,20004298,14003009,GCA_009848825.1.fna_post_extract.fna|GCA_009851785.1.fna_post_extract.fna|GCA_009850065.1.fna_post_extract.fna|GCA_009849955.1.fna_post_extract.fna|GCA_009848925.1.fna_post_extract.fna|GCA_009849005.1.fna_post_extract.fna
10798,0.7,6,19998212,13998748,GCA_018593915.1.fna_post_extract.fna|GCA_009849425.1.fna_post_extract.fna|GCA_009849555.1.fna_post_extract.fna|GCA_018593675.1.fna_post_extract.fna|GCA_029855905.1.fna_post_extract.fna|GCA_009852335.1.fna_post_extract.fna
10799,0.7,6,20000759,14000531,GCA_009850145.1.fna_post_extract.fna|GCA_009848925.1.fna_post_extract.fna|GCA_009851545.1.fna_post_extract.fna|GCA_009849545.1.fna_post_extract.fna|GCA_009849845.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna
10800,0.7,6,19997331,13998132,GCA_018593965.1.fna_post_extract.fna|GCA_009849885.1.fna_post_extract.fna|GCA_029855505.1.fna_post_extract.fna|GCA_009851825.1.fna_post_extract.fna|GCA_009852155.1.fna_post_extract.fna|GCA_020423645.1.fna_post_extract.fna
10801,0.7,6,19999834,13999884,GCA_018594155.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna|GCA_018594015.1.fna_post_extract.fna|GCA_009848925.1.fna_post_extract.fna|GCA_009852045.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna
10802,0.7,6,20003286,14002300,GCA_009849105.1.fna_post_extract.fna|GCA_009848775.1.fna_post_extract.fna|GCA_018594125.1.fna_post_extract.fna|GCA_029855625.1.fna_post_extract.fna|GCA_009850125.1.fna_post_extract.fna|GCA_018593965.1.fna_post_extract.fna
10803,0.7,6,20003437,14002406,GCA_009849935.1.fna_post_extract.fna|GCA_009849495.1.fna_post_extract.fna|GCA_018593965.1.fna_post_extract.fna|GCA_009849125.1.fna_post_extract.fna|GCA_009852365.1.fna_post_extract.fna|GCA_009850225.1.fna_post_extract.fna
10804,0.7,6,19997247,13998073,GCA_009849555.1.fna_post_extract.fna|GCA_009848745.1.fna_post_extract.fna|GCA_009848925.1.fna_post_extract.fna|GCA_009851785.1.fna_post_extract.fna|GCA_018594125.1.fna_post_extract.fna|GCA_009849185.1.fna_post_extract.fna
10805,0.7,6,19994725,13996308,GCA_009849425.1.fna_post_extract.fna|GCA_009849185.1.fna_post_extract.fna|GCA_009850225.1.fna_post_extract.fna|GCA_018594035.1.fna_post_extract.fna|GCA_020423455.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna
10806,0.7,6,20000165,14000116,GCA_009852345.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna|GCA_009849245.1.fna_post_extract.fna|GCA_009851735.1.fna_post_extract.fna|GCA_009852025.1.fna_post_extract.fna|GCA_009849005.1.fna_post_extract.fna
10807,0.7,6,19999117,13999382,GCA_009852305.1.fna_post_extract.fna|GCA_009848805.1.fna_post_extract.fna|GCA_009851805.1.fna_post_extract.fna|GCA_009849105.1.fna_post_extract.fna|GCA_009849265.1.fna_post_extract.fna|GCA_018593555.1.fna_post_extract.fna
10808,0.7,6,19995819,13997073,GCA_009852345.1.fna_post_extract.fna|GCA_020423435.1.fna_post_extract.fna|GCA_009850125.1.fna_post_extract.fna|GCA_029855645.1.fna_post_extract.fna|GCA_009850135.1.fna_post_extract.fna|GCA_009848855.1.fna_post_extract.fna
10809,0.7,6,20001103,14000772,GCA_009852155.1.fna_post_extract.fna|GCA_018593895.1.fna_post_extract.fna|GCA_009849545.1.fna_post_extract.fna|GCA_009850205.1.fna_post_extract.fna|GCA_009849185.1.fna_post_extract.fna|GCA_009851745.1.fna_post_extract.fna
10810,0.7,6,19999774,13999842,GCA_018593635.1.fna_post_extract.fna|GCA_009849985.1.fna_post_extract.fna|GCA_018594095.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna|GCA_009848925.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna
10811,0.7,6,20008004,14005603,GCA_029855345.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna|GCA_009848665.1.fna_post_extract.fna|GCA_009849985.1.fna_post_extract.fna|GCA_018593865.1.fna_post_extract.fna|GCA_009851875.1.fna_post_extract.fna
10812,0.7,6,19998080,13998656,GCA_016452505.1.fna_post_extract.fna|GCA_009848665.1.fna_post_extract.fna|GCA_009849015.1.fna_post_extract.fna|GCA_009850255.1.fna_post_extract.fna|GCA_018593675.1.fna_post_extract.fna|GCA_029855585.1.fna_post_extract.fna
10813,0.7,6,19991429,13994000,GCA_009851875.1.fna_post_extract.fna|GCA_018593715.1.fna_post_extract.fna|GCA_018593455.1.fna_post_extract.fna|GCA_009851925.1.fna_post_extract.fna|GCA_009848825.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna
10814,0.7,6,19998827,13999179,GCA_009849465.1.fna_post_extract.fna|GCA_018594175.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna|GCA_009848885.1.fna_post_extract.fna|GCA_009851735.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna
10815,0.7,6,19993717,13995602,GCA_018593935.1.fna_post_extract.fna|GCA_009850205.1.fna_post_extract.fna|GCA_009852155.1.fna_post_extract.fna|GCA_009849845.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna|GCA_029855345.1.fna_post_extract.fna
10816,0.7,6,20010961,14007673,GCA_009852155.1.fna_post_extract.fna|GCA_018594645.1.fna_post_extract.fna|GCA_029855885.1.fna_post_extract.fna|GCA_018594175.1.fna_post_extract.fna|GCA_009848805.1.fna_post_extract.fna|GCA_009849545.1.fna_post_extract.fna
10817,0.7,6,19995914,13997140,GCA_018593415.1.fna_post_extract.fna|GCA_009851735.1.fna_post_extract.fna|GCA_009851565.1.fna_post_extract.fna|GCA_018593955.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna
10818,0.7,6,20001306,14000914,GCA_009850255.1.fna_post_extract.fna|GCA_018593865.1.fna_post_extract.fna|GCA_009851735.1.fna_post_extract.fna|GCA_016452505.1.fna_post_extract.fna|GCA_018594125.1.fna_post_extract.fna|GCA_029855625.1.fna_post_extract.fna
10819,0.7,6,19991759,13994231,GCA_009852105.1.fna_post_extract.fna|GCA_009851795.1.fna_post_extract.fna|GCA_009849065.1.fna_post_extract.fna|GCA_016453425.1.fna_post_extract.fna|GCA_016452505.1.fna_post_extract.fna|GCA_009848885.1.fna_post_extract.fna
10820,0.7,6,19992394,13994676,GCA_009851605.1.fna_post_extract.fna|GCA_009850185.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna|GCA_029989465.1.fna_post_extract.fna|GCA_009851845.1.fna_post_extract.fna|GCA_009848805.1.fna_post_extract.fna
10821,0.7,6,19998917,13999242,GCA_009848775.1.fna_post_extract.fna|GCA_029855585.1.fna_post_extract.fna|GCA_020423475.1.fna_post_extract.fna|GCA_009851845.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna|GCA_009849545.1.fna_post_extract.fna
10822,0.7,6,20006758,14004731,GCA_009849105.1.fna_post_extract.fna|GCA_009850005.1.fna_post_extract.fna|GCA_029855625.1.fna_post_extract.fna|GCA_009850055.1.fna_post_extract.fna|GCA_029989465.1.fna_post_extract.fna|GCA_029855605.1.fna_post_extract.fna
10823,0.7,6,19988224,13991757,GCA_018593415.1.fna_post_extract.fna|GCA_009849065.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna|GCA_020423455.1.fna_post_extract.fna|GCA_009852245.1.fna_post_extract.fna|GCA_009851875.1.fna_post_extract.fna
10824,0.7,6,19999656,13999759,GCA_009848995.1.fna_post_extract.fna|GCA_009849195.1.fna_post_extract.fna|GCA_009849145.1.fna_post_extract.fna|GCA_018593675.1.fna_post_extract.fna|GCA_020423645.1.fna_post_extract.fna|GCA_018593715.1.fna_post_extract.fna
10825,0.7,6,19990635,13993444,GCA_009849095.1.fna_post_extract.fna|GCA_009851545.1.fna_post_extract.fna|GCA_018593915.1.fna_post_extract.fna|GCA_009849195.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna|GCA_018594175.1.fna_post_extract.fna
10826,0.7,6,19999558,13999691,GCA_009852155.1.fna_post_extract.fna|GCA_018593735.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna|GCA_018594255.1.fna_post_extract.fna|GCA_018593595.1.fna_post_extract.fna|GCA_009850205.1.fna_post_extract.fna
10827,0.7,6,20002773,14001941,GCA_009848695.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna|GCA_009850255.1.fna_post_extract.fna|GCA_009848965.1.fna_post_extract.fna|GCA_018593855.1.fna_post_extract.fna|GCA_018593835.1.fna_post_extract.fna
10828,0.7,6,19993421,13995395,GCA_018594175.1.fna_post_extract.fna|GCA_009850065.1.fna_post_extract.fna|GCA_018594125.1.fna_post_extract.fna|GCA_009852345.1.fna_post_extract.fna|GCA_009851785.1.fna_post_extract.fna|GCA_029855505.1.fna_post_extract.fna
10829,0.7,6,19998812,13999168,GCA_009848965.1.fna_post_extract.fna|GCA_018593835.1.fna_post_extract.fna|GCA_009849555.1.fna_post_extract.fna|GCA_009849315.1.fna_post_extract.fna|GCA_009849425.1.fna_post_extract.fna|GCA_009852345.1.fna_post_extract.fna
10830,0.7,6,20002404,14001683,GCA_009849195.1.fna_post_extract.fna|GCA_018594175.1.fna_post_extract.fna|GCA_009848925.1.fna_post_extract.fna|GCA_009850135.1.fna_post_extract.fna|GCA_009850225.1.fna_post_extract.fna|GCA_009848855.1.fna_post_extract.fna
10831,0.7,6,19995483,13996838,GCA_009852285.1.fna_post_extract.fna|GCA_009849015.1.fna_post_extract.fna|GCA_009848815.1.fna_post_extract.fna|GCA_009849985.1.fna_post_extract.fna|GCA_029855465.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna
10832,0.7,6,20000089,14000062,GCA_009849385.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna|GCA_009848805.1.fna_post_extract.fna|GCA_009849425.1.fna_post_extract.fna|GCA_009851925.1.fna_post_extract.fna|GCA_009851565.1.fna_post_extract.fna
10833,0.7,6,20000597,14000418,GCA_029855645.1.fna_post_extract.fna|GCA_018594175.1.fna_post_extract.fna|GCA_018594155.1.fna_post_extract.fna|GCA_009851605.1.fna_post_extract.fna|GCA_018594255.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna
10834,0.7,6,20001824,14001277,GCA_009851715.1.fna_post_extract.fna|GCA_009851925.1.fna_post_extract.fna|GCA_009851785.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna|GCA_018593895.1.fna_post_extract.fna|GCA_018593865.1.fna_post_extract.fna
10835,0.7,6,20001203,14000842,GCA_018594125.1.fna_post_extract.fna|GCA_009849005.1.fna_post_extract.fna|GCA_018593965.1.fna_post_extract.fna|GCA_009851565.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna|GCA_009852365.1.fna_post_extract.fna
10836,0.7,6,20009878,14006915,GCA_018593855.1.fna_post_extract.fna|GCA_009849425.1.fna_post_extract.fna|GCA_009848695.1.fna_post_extract.fna|GCA_009849955.1.fna_post_extract.fna|GCA_018593675.1.fna_post_extract.fna|GCA_018594255.1.fna_post_extract.fna
10837,0.7,6,20000102,14000071,GCA_009849025.1.fna_post_extract.fna|GCA_009849015.1.fna_post_extract.fna|GCA_029855645.1.fna_post_extract.fna|GCA_009851845.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna|GCA_018593765.1.fna_post_extract.fna
10838,0.7,6,20003100,14002170,GCA_009850185.1.fna_post_extract.fna|GCA_029855565.1.fna_post_extract.fna|GCA_018593595.1.fna_post_extract.fna|GCA_018593755.1.fna_post_extract.fna|GCA_018594035.1.fna_post_extract.fna|GCA_009850075.1.fna_post_extract.fna
10839,0.7,6,20000303,14000212,GCA_009849105.1.fna_post_extract.fna|GCA_018594095.1.fna_post_extract.fna|GCA_009849185.1.fna_post_extract.fna|GCA_009848855.1.fna_post_extract.fna|GCA_009850065.1.fna_post_extract.fna|GCA_018594255.1.fna_post_extract.fna
10840,0.7,6,20008192,14005734,GCA_009851825.1.fna_post_extract.fna|GCA_018593755.1.fna_post_extract.fna|GCA_018594175.1.fna_post_extract.fna|GCA_009848775.1.fna_post_extract.fna|GCA_009849955.1.fna_post_extract.fna|GCA_020423455.1.fna_post_extract.fna
10841,0.7,6,20003287,14002301,GCA_009848855.1.fna_post_extract.fna|GCA_009849955.1.fna_post_extract.fna|GCA_009851905.1.fna_post_extract.fna|GCA_018593935.1.fna_post_extract.fna|GCA_009849095.1.fna_post_extract.fna|GCA_009851565.1.fna_post_extract.fna
10842,0.7,6,20004996,14003497,GCA_018593895.1.fna_post_extract.fna|GCA_009851785.1.fna_post_extract.fna|GCA_029855645.1.fna_post_extract.fna|GCA_009849505.1.fna_post_extract.fna|GCA_018594095.1.fna_post_extract.fna|GCA_018594035.1.fna_post_extract.fna
10843,0.7,6,19990962,13993673,GCA_009849185.1.fna_post_extract.fna|GCA_009850005.1.fna_post_extract.fna|GCA_018593815.1.fna_post_extract.fna|GCA_018593715.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna|GCA_009850255.1.fna_post_extract.fna
10844,0.7,6,19995020,13996514,GCA_029855905.1.fna_post_extract.fna|GCA_018594645.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna|GCA_009848885.1.fna_post_extract.fna|GCA_018593415.1.fna_post_extract.fna|GCA_009849985.1.fna_post_extract.fna
10845,0.7,6,20004113,14002879,GCA_009849195.1.fna_post_extract.fna|GCA_009851545.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna|GCA_009848855.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna|GCA_009850255.1.fna_post_extract.fna
10846,0.7,6,19999342,13999539,GCA_009851785.1.fna_post_extract.fna|GCA_009849105.1.fna_post_extract.fna|GCA_018593865.1.fna_post_extract.fna|GCA_009849555.1.fna_post_extract.fna|GCA_018593755.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna
10847,0.7,6,20001741,14001219,GCA_009849465.1.fna_post_extract.fna|GCA_009851845.1.fna_post_extract.fna|GCA_020423645.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna|GCA_009848755.1.fna_post_extract.fna|GCA_009851825.1.fna_post_extract.fna
10848,0.7,6,19995647,13996953,GCA_009849385.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna|GCA_018593735.1.fna_post_extract.fna|GCA_009849195.1.fna_post_extract.fna|GCA_009852365.1.fna_post_extract.fna|GCA_009849105.1.fna_post_extract.fna
10849,0.7,6,19995782,13997047,GCA_029989465.1.fna_post_extract.fna|GCA_009848965.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna|GCA_018593755.1.fna_post_extract.fna|GCA_009849935.1.fna_post_extract.fna|GCA_009851565.1.fna_post_extract.fna
10850,0.7,6,20005016,14003511,GCA_009848925.1.fna_post_extract.fna|GCA_018593675.1.fna_post_extract.fna|GCA_009849935.1.fna_post_extract.fna|GCA_018593455.1.fna_post_extract.fna|GCA_009849415.1.fna_post_extract.fna|GCA_018593955.1.fna_post_extract.fna
10851,0.7,6,20000162,14000113,GCA_018594155.1.fna_post_extract.fna|GCA_018593965.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna|GCA_009850125.1.fna_post_extract.fna|GCA_009850185.1.fna_post_extract.fna|GCA_009850005.1.fna_post_extract.fna
10852,0.7,6,20000362,14000253,GCA_009851545.1.fna_post_extract.fna|GCA_009851825.1.fna_post_extract.fna|GCA_018594155.1.fna_post_extract.fna|GCA_016453425.1.fna_post_extract.fna|GCA_029855685.1.fna_post_extract.fna|GCA_018594015.1.fna_post_extract.fna
10853,0.7,6,19997334,13998134,GCA_018593675.1.fna_post_extract.fna|GCA_009851905.1.fna_post_extract.fna|GCA_009850065.1.fna_post_extract.fna|GCA_009848755.1.fna_post_extract.fna|GCA_018594095.1.fna_post_extract.fna|GCA_009849425.1.fna_post_extract.fna
10854,0.7,6,19999628,13999740,GCA_018593735.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna|GCA_009849125.1.fna_post_extract.fna|GCA_009849325.1.fna_post_extract.fna|GCA_009849145.1.fna_post_extract.fna|GCA_009850145.1.fna_post_extract.fna
10855,0.7,6,19995953,13997167,GCA_020423435.1.fna_post_extract.fna|GCA_009851845.1.fna_post_extract.fna|GCA_029855625.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna|GCA_009851965.1.fna_post_extract.fna|GCA_009849555.1.fna_post_extract.fna
10856,0.7,6,19996953,13997867,GCA_009851745.1.fna_post_extract.fna|GCA_009849495.1.fna_post_extract.fna|GCA_009852245.1.fna_post_extract.fna|GCA_009851925.1.fna_post_extract.fna|GCA_009849015.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna
10857,0.7,6,19989153,13992407,GCA_009849185.1.fna_post_extract.fna|GCA_009849555.1.fna_post_extract.fna|GCA_009849425.1.fna_post_extract.fna|GCA_018593765.1.fna_post_extract.fna|GCA_009851805.1.fna_post_extract.fna|GCA_009851565.1.fna_post_extract.fna
10858,0.7,6,19996769,13997738,GCA_009849055.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna|GCA_018593865.1.fna_post_extract.fna|GCA_018593755.1.fna_post_extract.fna|GCA_029855485.1.fna_post_extract.fna|GCA_018594645.1.fna_post_extract.fna
10859,0.7,6,19997036,13997925,GCA_009849495.1.fna_post_extract.fna|GCA_018593715.1.fna_post_extract.fna|GCA_009849465.1.fna_post_extract.fna|GCA_018594645.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna|GCA_009849235.1.fna_post_extract.fna
10860,0.7,6,19994780,13996346,GCA_009848815.1.fna_post_extract.fna|GCA_029855605.1.fna_post_extract.fna|GCA_029855505.1.fna_post_extract.fna|GCA_009848755.1.fna_post_extract.fna|GCA_009850075.1.fna_post_extract.fna|GCA_009851965.1.fna_post_extract.fna
10861,0.7,6,20001040,14000728,GCA_009852305.1.fna_post_extract.fna|GCA_009851735.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna|GCA_018594035.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna|GCA_018593755.1.fna_post_extract.fna
10862,0.7,6,19996590,13997613,GCA_018593915.1.fna_post_extract.fna|GCA_018594255.1.fna_post_extract.fna|GCA_009849095.1.fna_post_extract.fna|GCA_020423455.1.fna_post_extract.fna|GCA_009849425.1.fna_post_extract.fna|GCA_018594095.1.fna_post_extract.fna
10863,0.7,6,20004513,14003159,GCA_020423455.1.fna_post_extract.fna|GCA_009850135.1.fna_post_extract.fna|GCA_009852155.1.fna_post_extract.fna|GCA_009849355.1.fna_post_extract.fna|GCA_009851845.1.fna_post_extract.fna|GCA_018593415.1.fna_post_extract.fna
10864,0.7,6,19999413,13999589,GCA_009848675.1.fna_post_extract.fna|GCA_018593895.1.fna_post_extract.fna|GCA_018593935.1.fna_post_extract.fna|GCA_009848885.1.fna_post_extract.fna|GCA_009850255.1.fna_post_extract.fna|GCA_009850225.1.fna_post_extract.fna
10865,0.7,6,19996352,13997446,GCA_018593675.1.fna_post_extract.fna|GCA_018593915.1.fna_post_extract.fna|GCA_018594645.1.fna_post_extract.fna|GCA_029855905.1.fna_post_extract.fna|GCA_009850125.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna
10866,0.7,6,19999461,13999623,GCA_009849145.1.fna_post_extract.fna|GCA_018593555.1.fna_post_extract.fna|GCA_018593815.1.fna_post_extract.fna|GCA_009848775.1.fna_post_extract.fna|GCA_029855345.1.fna_post_extract.fna|GCA_009851825.1.fna_post_extract.fna
10867,0.7,6,19992992,13995094,GCA_018593915.1.fna_post_extract.fna|GCA_018594025.1.fna_post_extract.fna|GCA_029855505.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna|GCA_009851825.1.fna_post_extract.fna|GCA_009848925.1.fna_post_extract.fna
10868,0.7,6,20008552,14005986,GCA_009852345.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna|GCA_009849095.1.fna_post_extract.fna|GCA_029989465.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna|GCA_018593835.1.fna_post_extract.fna
10869,0.7,6,19990202,13993141,GCA_009849455.1.fna_post_extract.fna|GCA_009848745.1.fna_post_extract.fna|GCA_020423475.1.fna_post_extract.fna|GCA_018593555.1.fna_post_extract.fna|GCA_009851785.1.fna_post_extract.fna|GCA_018594075.1.fna_post_extract.fna
10870,0.7,6,19999629,13999740,GCA_016452505.1.fna_post_extract.fna|GCA_016453585.1.fna_post_extract.fna|GCA_009849555.1.fna_post_extract.fna|GCA_018594255.1.fna_post_extract.fna|GCA_018593555.1.fna_post_extract.fna|GCA_009849205.1.fna_post_extract.fna
10871,0.7,6,20011681,14008177,GCA_018593635.1.fna_post_extract.fna|GCA_009849935.1.fna_post_extract.fna|GCA_009848855.1.fna_post_extract.fna|GCA_009851905.1.fna_post_extract.fna|GCA_009849235.1.fna_post_extract.fna|GCA_018594155.1.fna_post_extract.fna
10872,0.7,6,19997493,13998245,GCA_016453425.1.fna_post_extract.fna|GCA_018593735.1.fna_post_extract.fna|GCA_018593855.1.fna_post_extract.fna|GCA_018593555.1.fna_post_extract.fna|GCA_009849505.1.fna_post_extract.fna|GCA_009849185.1.fna_post_extract.fna
10873,0.7,6,19992678,13994875,GCA_009848705.1.fna_post_extract.fna|GCA_020423435.1.fna_post_extract.fna|GCA_009852345.1.fna_post_extract.fna|GCA_029855645.1.fna_post_extract.fna|GCA_009849145.1.fna_post_extract.fna|GCA_009852095.1.fna_post_extract.fna
10874,0.7,6,19999501,13999651,GCA_009849325.1.fna_post_extract.fna|GCA_009851965.1.fna_post_extract.fna|GCA_029855825.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna|GCA_018593675.1.fna_post_extract.fna|GCA_009851565.1.fna_post_extract.fna
10875,0.7,6,20001934,14001354,GCA_018594095.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna|GCA_009849145.1.fna_post_extract.fna|GCA_009851545.1.fna_post_extract.fna|GCA_009851925.1.fna_post_extract.fna|GCA_009849105.1.fna_post_extract.fna
10876,0.7,6,20002568,14001798,GCA_016452505.1.fna_post_extract.fna|GCA_018593965.1.fna_post_extract.fna|GCA_020423455.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna|GCA_018594645.1.fna_post_extract.fna|GCA_018593835.1.fna_post_extract.fna
